counter	timestamp	deadtime	ch1_height	ch2_height	Delta_T
493	1719999681.3448894	0.0026359405153819956	1066	1756	-18
494	1719999681.4500072	0.002888823382689735	229	1113	-22
495	1719999681.562921	0.011613283922820836	3239	1524	-18
496	1719999681.6693056	0.002289225920105789	1953	1538	-21
497	1719999681.774455	0.002186005483154832	585	3125	-19
498	1719999681.879751	0.0021646835056098363	3325	552	-20
499	1719999681.9847453	0.0022275305519098634	325	943	-22
500	1719999682.0897827	0.0022538932430868123	641	578	-25
501	1719999682.1983092	0.002405002405002405	3024	393	-19
502	1719999682.3034887	0.0022537178408748235	2315	1122	-22
503	1719999682.408534	0.002242462896090897	1705	1543	-96
504	1719999682.5164864	0.0037990787840301984	390	2874	-19
505	1719999682.6236887	0.002303197970334632	2945	1050	-21
506	1719999682.7289708	0.002158525951008482	2536	333	-20
507	1719999682.8347754	0.0022644009138716526	399	2719	-18
508	1719999682.9470766	0.0020679668955443167	246	2561	-25
509	1719999683.052299	0.002157184421140407	470	937	-17
510	1719999683.1576667	0.0021722012544462244	633	2535	-21
511	1719999683.2628522	0.0023772347479655265	670	2194	-21
512	1719999683.3679357	0.0038829496824997678	3108	2552	47
513	1719999683.4784505	0.002914671376199873	1459	870	-19
514	1719999683.59242	0.003539153320804494	1435	1562	-19
515	1719999683.6979578	0.01483464067327821	2912	544	-18
516	1719999683.8048594	0.0021865428228087136	2820	2209	-23
517	1719999683.9100509	0.0021306592803811615	2907	1385	-18
518	1719999684.0150971	0.0030227716979677357	241	3019	-22
519	1719999684.1203103	0.0027065194477249596	2499	564	5
520	1719999684.2260182	0.002661500048493433	518	3098	-20
521	1719999684.331189	0.0025800425321598447	1592	331	-22
522	1719999684.43626	0.002283436685702872	222	561	-17
523	1719999684.54134	0.002246314002931553	389	669	-18
524	1719999684.646489	0.0022334537357631495	1366	1612	-20
525	1719999684.7517152	0.002125518916665156	995	2778	-43
526	1719999684.8578663	0.002335320601345055	1750	1256	-20
527	1719999684.9635923	0.002165249105143143	278	2323	-20
528	1719999685.0690691	0.0020932892672583334	1642	758	-21
529	1719999685.174404	0.0021727322107550242	1873	2294	-19
530	1719999685.2795384	0.0022471808198241713	1968	820	-19
531	1719999685.3847983	0.00218813424180922	807	418	-18
532	1719999685.4921486	0.002809817938889789	305	958	-18
533	1719999685.598181	0.0024698745042817907	1681	424	-24
534	1719999685.7031748	0.004281834955549612	1028	1209	-18
535	1719999685.8084986	0.0024039988025364454	1973	3106	-18
536	1719999685.9135606	0.0024032188154559423	345	2715	-24
537	1719999686.0187979	0.002184420369493346	745	1437	-19
538	1719999686.1247845	0.0025993357752698834	2886	745	-18
539	1719999686.2358952	0.00209293938847531	2375	577	-23
540	1719999686.3410215	0.0021931465870148486	2944	2665	-18
541	1719999686.4460356	0.002274698182511612	1731	588	-7
542	1719999686.5511274	0.0026465405610121714	604	968	-20
543	1719999686.6567779	0.0022980617722616267	1215	796	-21
544	1719999686.762415	0.0024822070882808234	815	808	-19
545	1719999686.8689525	0.006422971147888799	2492	1000	-19
546	1719999686.9747999	0.002621199373987932	989	848	-19
547	1719999687.0800526	0.002229826191393415	2183	1414	-23
548	1719999687.1852427	0.0022189784992542962	507	733	-20
549	1719999687.2903354	0.002429232444202504	626	2849	-18
550	1719999687.399621	0.0029563609725468307	1212	909	-19
551	1719999687.5097904	0.00427706937540523	644	505	-20
552	1719999687.618875	0.0049211802969308695	2843	624	-19
553	1719999687.7251718	0.002202197248490629	1306	629	-22
554	1719999687.8303633	0.0022121236160061648	778	686	-18
555	1719999687.9356887	0.0022251397786178326	213	329	-18
556	1719999688.040733	0.002591049760861082	1023	978	-19
557	1719999688.1467874	0.0025897359233689947	2185	2439	-20
558	1719999688.2520423	0.0022387890598445535	2003	482	-19
559	1719999688.3574026	0.0021792901805212646	238	2925	-19
560	1719999688.4624803	0.002162385385632957	2407	2577	-18
